HotelName,StartRating,Value,Location,Sleep Quality,Rooms,Cleanliness,Service,Overall Rating,Continent of Origin,Travel Type
Conrad Centennial Singapore,5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Royal Plaza on Scotts,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,Europe,Couple
Grand Copthorne Waterfront Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Furama City Centre,4.0 ,3 ,4 ,4 ,4 ,3 ,2 ,3 ,Europe,Couple
Perak Hotel,2.5 ,4 ,4 ,4 ,4 ,4 ,5 ,4 ,North America,Couple
Aqueen Hotel Lavender,,4 ,3 ,4 ,5 ,5 ,5 ,5 ,Asia,Business
Perak Hotel,2.5 ,3 ,5 ,3 ,3 ,5 ,5 ,5 ,Asia,Family
Pan Pacific Singapore,4.5 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,Europe,Couple
Fullerton Hotel Singapore,5.0 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,Europe,Business
Fullerton Hotel Singapore,5.0 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,Europe,Couple
Perak Hotel,2.5 ,4 ,5 ,4 ,3 ,4 ,4 ,4 ,Europe,Family
Fairmont Singapore,4.5 ,1 ,5 ,5 ,5 ,5 ,1 ,4 ,Europe,Business
Hotel Royal Singapore,3.5 ,3 ,4 ,4 ,2 ,4 ,2 ,3 ,Europe,Family
Grand Park City Hall,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
The St. Regis Singapore,5.0 ,3 ,4 ,5 ,5 ,5 ,3 ,2 ,Europe,Business
The St. Regis Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,3 ,4 ,Europe,Business
Raffles Hotel Singapore,5.0 ,4 ,5 ,5 ,4 ,5 ,3 ,4 ,Europe,Couple
Ritz-Carlton Millenia Singapore,5.0 ,3 ,5 ,4 ,3 ,4 ,4 ,3 ,Europe,Couple
Fairmont Singapore,4.5 ,4 ,4 ,4 ,5 ,4 ,4 ,5 ,Europe,Couple
The St. Regis Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Europe,Couple
Hilton Singapore,4.5 ,3 ,5 ,4 ,3 ,4 ,3 ,3 ,Europe,Couple
Marina Bay Sands,5.0 ,1 ,2 ,2 ,2 ,3 ,1 ,2 ,Europe,Couple
Aqueen Hotel Lavender,,4 ,3 ,4 ,3 ,4 ,3 ,4 ,Europe,Couple
The St. Regis Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,3 ,4 ,Europe,Family
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,5 ,2 ,4 ,4 ,3 ,4 ,Europe,Family
Swissotel The Stamford,4.5 ,1 ,4 ,1 ,2 ,2 ,2 ,2 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,4 ,5 ,4 ,5 ,5 ,Oceania,Business
Pan Pacific Singapore,4.5 ,3 ,3 ,5 ,4 ,5 ,5 ,5 ,Oceania,Business
Pan Pacific Singapore,4.5 ,5 ,4 ,5 ,4 ,5 ,5 ,5 ,Oceania,Business
Pan Pacific Singapore,4.5 ,5 ,5 ,4 ,4 ,4 ,5 ,4 ,Oceania,Business
Conrad Centennial Singapore,5.0 ,4 ,4 ,4 ,4 ,5 ,4 ,4 ,Oceania,Business
Conrad Centennial Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Conrad Centennial Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Naumi Hotel,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Naumi Hotel,4.5 ,3 ,5 ,4 ,4 ,5 ,5 ,4 ,Oceania,Business
Ritz-Carlton Millenia Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Fairmont Singapore,4.5 ,3 ,4 ,4 ,3 ,4 ,4 ,3 ,Oceania,Business
InterContinental Singapore,5.0 ,2 ,4 ,4 ,2 ,2 ,4 ,2 ,Oceania,Business
InterContinental Singapore,5.0 ,4 ,5 ,4 ,4 ,5 ,5 ,4 ,Oceania,Business
Quincy Hotel,4.0 ,5 ,4 ,4 ,3 ,5 ,5 ,4 ,Oceania,Business
Fullerton Hotel Singapore,5.0 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Business
Royal Plaza on Scotts,4.5 ,1 ,4 ,1 ,2 ,3 ,2 ,1 ,Oceania,Business
Wangz Hotel,4.0 ,1 ,1 ,2 ,3 ,4 ,2 ,2 ,Oceania,Business
Goodwood Park Hotel,4.0 ,4 ,4 ,5 ,5 ,5 ,4 ,4 ,Oceania,Business
Swissotel The Stamford,4.5 ,4 ,4 ,4 ,4 ,5 ,5 ,4 ,Oceania,Business
Swissotel The Stamford,4.5 ,3 ,5 ,4 ,3 ,4 ,3 ,3 ,Oceania,Business
Swissotel The Stamford,4.5 ,1 ,3 ,1 ,1 ,3 ,2 ,2 ,Oceania,Business
Swissotel The Stamford,4.5 ,2 ,4 ,3 ,3 ,1 ,4 ,3 ,Oceania,Business
Swissotel The Stamford,4.5 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,Oceania,Business
New Majestic Hotel,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Marina Mandarin Singapore,4.5 ,2 ,4 ,2 ,2 ,3 ,2 ,2 ,Oceania,Business
The Scarlet Hotel,4.0 ,4 ,4 ,5 ,4 ,5 ,5 ,4 ,Oceania,Business
"Traders Hotel, Singapore",4.0 ,1 ,4 ,2 ,1 ,2 ,1 ,2 ,Oceania,Business
Grand Park City Hall,5.0 ,5 ,5 ,3 ,4 ,5 ,5 ,4 ,Oceania,Business
Holiday Inn Atrium Singapore,4.0 ,4 ,2 ,4 ,3 ,3 ,2 ,3 ,Oceania,Business
Marina Bay Sands,5.0 ,3 ,4 ,3 ,3 ,4 ,3 ,3 ,Oceania,Business
Marina Bay Sands,5.0 ,2 ,5 ,5 ,5 ,5 ,2 ,2 ,Oceania,Business
Marina Bay Sands,5.0 ,1 ,3 ,3 ,3 ,2 ,1 ,1 ,Oceania,Business
Grand Copthorne Waterfront Hotel,4.0 ,3 ,3 ,3 ,3 ,3 ,3 ,3 ,Oceania,Business
Aqueen Hotel Lavender,,5 ,4 ,5 ,5 ,5 ,3 ,4 ,Oceania,Business
Carlton Hotel Singapore,4.0 ,3 ,5 ,5 ,4 ,5 ,4 ,4 ,Oceania,Business
Amara Singapore Hotel,4.0 ,2 ,5 ,5 ,4 ,4 ,5 ,4 ,Oceania,Business
City Bayview Singapore,3.0 ,3 ,3 ,2 ,3 ,3 ,3 ,3 ,Oceania,Business
Studio M Hotel,4.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Business
Peninsula Excelsior Hotel,3.5 ,3 ,4 ,1 ,3 ,3 ,2 ,3 ,Oceania,Business
Sheraton Towers Singapore,4.5 ,3 ,4 ,5 ,4 ,5 ,5 ,4 ,Oceania,Business
Gallery Hotel,3.0 ,3 ,4 ,3 ,2 ,2 ,3 ,3 ,Oceania,Business
Copthorne Orchid Hotel Singapore,3.5 ,2 ,3 ,3 ,2 ,3 ,2 ,1 ,Oceania,Business
Copthorne Orchid Hotel Singapore,3.5 ,2 ,3 ,3 ,2 ,3 ,2 ,1 ,Oceania,Business
"Mandarin Oriental, Singapore",5.0 ,3 ,4 ,5 ,4 ,5 ,4 ,4 ,Oceania,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Shangri-La Hotel,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Shangri-La Hotel,5.0 ,4 ,4 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
Shangri-La Hotel,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Conrad Centennial Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Conrad Centennial Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Naumi Hotel,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Naumi Hotel,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Naumi Hotel,4.5 ,3 ,4 ,5 ,4 ,4 ,5 ,4 ,Oceania,Couple
Ritz-Carlton Millenia Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Four Seasons Hotel Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
The St. Regis Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
The St. Regis Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Fullerton Hotel Singapore,5.0 ,2 ,4 ,1 ,3 ,4 ,1 ,2 ,Oceania,Couple
Fullerton Hotel Singapore,5.0 ,2 ,5 ,3 ,3 ,3 ,2 ,2 ,Oceania,Couple
Grand Hyatt Singapore,5.0 ,4 ,5 ,4 ,4 ,4 ,4 ,5 ,Oceania,Couple
Royal Plaza on Scotts,4.5 ,5 ,5 ,5 ,5 ,4 ,5 ,5 ,Oceania,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,4 ,Oceania,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,Oceania,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,5 ,4 ,4 ,4 ,4 ,4 ,Oceania,Couple
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,5 ,3 ,5 ,5 ,5 ,5 ,Oceania,Couple
Hilton Singapore,4.5 ,4 ,5 ,4 ,4 ,4 ,3 ,4 ,Oceania,Couple
The Regent Singapore,5.0 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,Oceania,Couple
Swissotel The Stamford,4.5 ,3 ,5 ,4 ,3 ,4 ,5 ,4 ,Oceania,Couple
Swissotel The Stamford,4.5 ,5 ,5 ,5 ,5 ,4 ,5 ,5 ,Oceania,Couple
Swissotel The Stamford,4.5 ,3 ,5 ,4 ,5 ,5 ,3 ,4 ,Oceania,Couple
Swissotel The Stamford,4.5 ,2 ,5 ,5 ,3 ,4 ,4 ,3 ,Oceania,Couple
PARKROYAL on Beach Road,4.0 ,5 ,3 ,5 ,4 ,4 ,4 ,4 ,Oceania,Couple
PARKROYAL on Beach Road,4.0 ,2 ,4 ,3 ,2 ,1 ,1 ,1 ,Oceania,Couple
PARKROYAL on Beach Road,4.0 ,4 ,3 ,5 ,5 ,4 ,5 ,4 ,Oceania,Couple
New Majestic Hotel,4.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
New Majestic Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
New Majestic Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
New Majestic Hotel,4.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
Marina Mandarin Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,3 ,5 ,Oceania,Couple
Pan Pacific Orchard,4.5 ,3 ,4 ,4 ,3 ,4 ,3 ,4 ,Oceania,Couple
"Traders Hotel, Singapore",4.0 ,5 ,5 ,5 ,4 ,4 ,5 ,5 ,Oceania,Couple
Grand Park City Hall,5.0 ,3 ,5 ,4 ,3 ,4 ,4 ,4 ,Oceania,Couple
Novotel Singapore Clarke Quay,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Holiday Inn Atrium Singapore,4.0 ,3 ,4 ,4 ,4 ,3 ,5 ,3 ,Oceania,Couple
Rendezvous Hotel Singapore,4.0 ,5 ,4 ,5 ,5 ,5 ,4 ,5 ,Oceania,Couple
Rendezvous Hotel Singapore,4.0 ,4 ,5 ,5 ,4 ,4 ,4 ,4 ,Oceania,Couple
Marina Bay Sands,5.0 ,2 ,4 ,3 ,2 ,3 ,2 ,3 ,Oceania,Couple
Marina Bay Sands,5.0 ,3 ,4 ,4 ,4 ,3 ,3 ,3 ,Oceania,Couple
Marina Bay Sands,5.0 ,3 ,3 ,4 ,4 ,4 ,5 ,4 ,Oceania,Couple
Marina Bay Sands,5.0 ,3 ,3 ,3 ,3 ,3 ,4 ,3 ,Oceania,Couple
Marina Bay Sands,5.0 ,3 ,4 ,5 ,5 ,5 ,1 ,3 ,Oceania,Couple
Marina Bay Sands,5.0 ,3 ,4 ,5 ,5 ,4 ,2 ,4 ,Oceania,Couple
Marina Bay Sands,5.0 ,3 ,5 ,4 ,5 ,5 ,3 ,3 ,Oceania,Couple
Grand Copthorne Waterfront Hotel,4.0 ,4 ,4 ,4 ,4 ,4 ,5 ,4 ,Oceania,Couple
Concorde Hotel Singapore,4.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Mandarin Orchard Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,3 ,4 ,Oceania,Couple
Amara Singapore Hotel,4.0 ,2 ,5 ,5 ,4 ,4 ,5 ,4 ,Oceania,Couple
Hotel Re!,4.0 ,3 ,3 ,3 ,4 ,5 ,4 ,3 ,Oceania,Couple
Studio M Hotel,4.0 ,3 ,4 ,3 ,3 ,5 ,3 ,4 ,Oceania,Couple
The Saff,3.5 ,4 ,4 ,4 ,3 ,4 ,4 ,4 ,Oceania,Couple
The Saff,3.5 ,4 ,5 ,3 ,4 ,5 ,1 ,3 ,Oceania,Couple
Landmark Village Hotel,3.0 ,4 ,4 ,5 ,5 ,4 ,4 ,4 ,Oceania,Couple
Hotel 81 - Bencoolen,2.0 ,3 ,4 ,3 ,3 ,3 ,3 ,3 ,Oceania,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Family
"Mandarin Oriental, Singapore",5.0 ,4 ,4 ,5 ,5 ,4 ,5 ,4 ,Oceania,Family
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Pan Pacific Singapore,4.5 ,3 ,3 ,5 ,3 ,2 ,4 ,3 ,Oceania,Family
Pan Pacific Singapore,4.5 ,2 ,4 ,4 ,3 ,3 ,3 ,3 ,Oceania,Family
Pan Pacific Singapore,4.5 ,3 ,4 ,4 ,4 ,5 ,5 ,4 ,Oceania,Family
Conrad Centennial Singapore,5.0 ,3 ,3 ,4 ,3 ,4 ,3 ,4 ,Oceania,Family
Fairmont Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Four Seasons Hotel Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
InterContinental Singapore,5.0 ,3 ,5 ,5 ,5 ,5 ,4 ,4 ,Oceania,Family
The St. Regis Singapore,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Quincy Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Fullerton Hotel Singapore,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Grand Hyatt Singapore,5.0 ,3 ,4 ,3 ,2 ,3 ,4 ,3 ,Oceania,Family
Somerset Liang Court,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Holiday Inn Singapore Orchard City Centre,4.0 ,3 ,5 ,4 ,4 ,4 ,4 ,4 ,Oceania,Family
Holiday Inn Singapore Orchard City Centre,4.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Holiday Inn Singapore Orchard City Centre,4.0 ,4 ,5 ,2 ,4 ,4 ,5 ,3 ,Oceania,Family
Royal Plaza on Scotts,4.5 ,4 ,5 ,5 ,4 ,4 ,4 ,4 ,Oceania,Family
Crowne Plaza Hotel Changi Airport,4.5 ,3 ,5 ,5 ,4 ,4 ,3 ,4 ,Oceania,Family
Swissotel The Stamford,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Swissotel Merchant Court,4.0 ,4 ,5 ,5 ,5 ,5 ,4 ,5 ,Oceania,Family
Marina Mandarin Singapore,4.5 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Family
Novotel Singapore Clarke Quay,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Holiday Inn Atrium Singapore,4.0 ,5 ,2 ,5 ,5 ,4 ,5 ,4 ,Oceania,Family
Grand Mercure Roxy Singapore,4.0 ,5 ,3 ,5 ,4 ,4 ,4 ,4 ,Oceania,Family
Rendezvous Hotel Singapore,4.0 ,4 ,5 ,4 ,4 ,4 ,4 ,4 ,Oceania,Family
Marina Bay Sands,5.0 ,1 ,4 ,4 ,3 ,3 ,1 ,2 ,Oceania,Family
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Hotel Royal at Queens,4.0 ,4 ,5 ,4 ,3 ,5 ,4 ,4 ,Oceania,Family
Peninsula Excelsior Hotel,3.5 ,2 ,5 ,2 ,2 ,3 ,4 ,2 ,Oceania,Family
The Saff,3.5 ,5 ,5 ,5 ,4 ,4 ,4 ,5 ,Oceania,Family
Fairmont Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Marina Bay Sands,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Pan Pacific Singapore,4.5 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Raffles Hotel Singapore,5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Fairmont Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,4 ,5 ,Oceania,Couple
The Scarlet Hotel,4.0 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
Marina Bay Sands,5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Hotel Miramar,3.5 ,4 ,4 ,4 ,3 ,4 ,2 ,3 ,Oceania,Couple
Quincy Hotel,4.0 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Holiday Inn Singapore Orchard City Centre,4.0 ,3 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Goodwood Park Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Family
Fairmont Singapore,4.5 ,4 ,5 ,4 ,4 ,4 ,4 ,4 ,Oceania,Business
Naumi Hotel,4.5 ,4 ,5 ,4 ,4 ,5 ,4 ,4 ,Oceania,Family
"Mandarin Oriental, Singapore",5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
"Mandarin Oriental, Singapore",5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
"Mandarin Oriental, Singapore",5.0 ,3 ,4 ,4 ,5 ,5 ,5 ,5 ,Oceania,Business
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
"Mandarin Oriental, Singapore",5.0 ,4 ,5 ,4 ,5 ,5 ,5 ,5 ,Oceania,Business
Pan Pacific Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Conrad Centennial Singapore,5.0 ,4 ,4 ,4 ,3 ,4 ,5 ,4 ,Oceania,Business
Conrad Centennial Singapore,5.0 ,4 ,5 ,5 ,3 ,5 ,5 ,4 ,Oceania,Business
Naumi Hotel,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Ritz-Carlton Millenia Singapore,5.0 ,5 ,5 ,3 ,4 ,5 ,5 ,4 ,Oceania,Business
Ritz-Carlton Millenia Singapore,5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Ritz-Carlton Millenia Singapore,5.0 ,5 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Business
Fairmont Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,4 ,5 ,Oceania,Business
Fairmont Singapore,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
InterContinental Singapore,5.0 ,4 ,4 ,4 ,5 ,5 ,5 ,5 ,Oceania,Business
InterContinental Singapore,5.0 ,4 ,5 ,4 ,5 ,5 ,5 ,5 ,Oceania,Business
InterContinental Singapore,5.0 ,3 ,1 ,3 ,3 ,4 ,5 ,3 ,Oceania,Business
The St. Regis Singapore,5.0 ,1 ,5 ,5 ,4 ,5 ,1 ,3 ,Oceania,Business
Quincy Hotel,4.0 ,4 ,5 ,5 ,4 ,4 ,5 ,5 ,Oceania,Business
Fullerton Hotel Singapore,5.0 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Business
Grand Hyatt Singapore,5.0 ,3 ,5 ,4 ,3 ,4 ,4 ,3 ,Oceania,Business
Holiday Inn Singapore Orchard City Centre,4.0 ,5 ,4 ,5 ,4 ,5 ,5 ,4 ,Oceania,Business
Holiday Inn Singapore Orchard City Centre,4.0 ,4 ,5 ,4 ,5 ,5 ,4 ,5 ,Oceania,Business
Royal Plaza on Scotts,4.5 ,1 ,5 ,3 ,2 ,2 ,3 ,3 ,Oceania,Business
Royal Plaza on Scotts,4.5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Royal Plaza on Scotts,4.5 ,5 ,5 ,5 ,5 ,5 ,4 ,5 ,Oceania,Business
Crowne Plaza Hotel Changi Airport,4.5 ,1 ,4 ,3 ,3 ,5 ,2 ,2 ,Oceania,Business
Hilton Singapore,4.5 ,5 ,5 ,5 ,4 ,5 ,3 ,4 ,Oceania,Business
Wangz Hotel,4.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Swissotel The Stamford,4.5 ,3 ,5 ,4 ,4 ,4 ,4 ,3 ,Oceania,Business
Swissotel The Stamford,4.5 ,1 ,2 ,2 ,1 ,3 ,2 ,2 ,Oceania,Business
Swissotel The Stamford,4.5 ,3 ,5 ,5 ,4 ,5 ,3 ,4 ,Oceania,Business
Swissotel The Stamford,4.5 ,2 ,4 ,3 ,3 ,3 ,1 ,2 ,Oceania,Business
Swissotel The Stamford,4.5 ,4 ,5 ,4 ,3 ,5 ,5 ,4 ,Oceania,Business
PARKROYAL on Beach Road,4.0 ,4 ,5 ,5 ,4 ,5 ,5 ,5 ,Oceania,Business
Marina Mandarin Singapore,4.5 ,3 ,4 ,4 ,4 ,4 ,3 ,4 ,Oceania,Business
Pan Pacific Orchard,4.5 ,2 ,3 ,5 ,2 ,3 ,4 ,3 ,Oceania,Business
Pan Pacific Orchard,4.5 ,5 ,4 ,5 ,4 ,5 ,5 ,4 ,Oceania,Business
The Scarlet Hotel,4.0 ,1 ,2 ,3 ,3 ,5 ,1 ,3 ,Oceania,Business
The Scarlet Hotel,4.0 ,3 ,4 ,5 ,5 ,4 ,5 ,4 ,Oceania,Business
Novotel Singapore Clarke Quay,4.0 ,4 ,5 ,5 ,4 ,4 ,5 ,4 ,Oceania,Business
Holiday Inn Atrium Singapore,4.0 ,3 ,4 ,4 ,4 ,5 ,4 ,4 ,Oceania,Business
Marina Bay Sands,5.0 ,5 ,4 ,5 ,4 ,5 ,5 ,5 ,Oceania,Business
Marina Bay Sands,5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Marina Bay Sands,5.0 ,2 ,3 ,5 ,4 ,5 ,3 ,4 ,Oceania,Business
Marina Bay Sands,5.0 ,1 ,3 ,3 ,2 ,2 ,1 ,2 ,Oceania,Business
M Hotel Singapore,4.0 ,4 ,5 ,4 ,4 ,5 ,5 ,5 ,Oceania,Business
Orchard Hotel Singapore,4.0 ,5 ,5 ,4 ,3 ,4 ,4 ,4 ,Oceania,Business
Orchard Hotel Singapore,4.0 ,4 ,4 ,5 ,5 ,5 ,4 ,4 ,Oceania,Business
Orchard Hotel Singapore,4.0 ,3 ,5 ,4 ,5 ,5 ,5 ,5 ,Oceania,Business
Mandarin Orchard Singapore,4.5 ,3 ,5 ,4 ,4 ,4 ,4 ,4 ,Oceania,Business
Mandarin Orchard Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Business
Furama City Centre,4.0 ,1 ,5 ,4 ,3 ,4 ,1 ,1 ,Oceania,Business
Furama City Centre,4.0 ,4 ,3 ,4 ,4 ,4 ,3 ,4 ,Oceania,Business
Furama City Centre,4.0 ,3 ,3 ,4 ,4 ,4 ,3 ,3 ,Oceania,Business
Hotel 81 Dickson,2.0 ,4 ,5 ,3 ,3 ,4 ,4 ,4 ,Oceania,Business
Landmark Village Hotel,3.0 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,Oceania,Business
Hotel 81 - Palace,2.0 ,4 ,4 ,3 ,3 ,4 ,3 ,3 ,Oceania,Business
"Mandarin Oriental, Singapore",5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
"Mandarin Oriental, Singapore",5.0 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
"Mandarin Oriental, Singapore",5.0 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
"Mandarin Oriental, Singapore",5.0 ,4 ,4 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
"Mandarin Oriental, Singapore",5.0 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
"Mandarin Oriental, Singapore",5.0 ,3 ,2 ,4 ,4 ,5 ,2 ,3 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,4 ,4 ,4 ,4 ,3 ,5 ,4 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,3 ,4 ,2 ,3 ,5 ,1 ,3 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,5 ,4 ,5 ,4 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,Oceania,Couple
Pan Pacific Singapore,4.5 ,4 ,4 ,4 ,5 ,5 ,5 ,5 ,Oceania,Couple
